sub,p,o
http://www.wikidata.org/entity/Q1712191,http://schema.org/version,1359384113
http://www.wikidata.org/entity/Q1712191,http://schema.org/dateModified,2021-02-12T00:05:49Z
http://www.wikidata.org/entity/Q1712191,http://schema.org/description,Kapelle in Korsika
http://www.wikidata.org/entity/Q1712191,http://schema.org/description,"chapel located in Haute-Corse, in France"
http://www.wikidata.org/entity/Q1712191,http://schema.org/description,"capilla situada en Alta Córcega, en Francia"
http://www.wikidata.org/entity/Q1712191,http://schema.org/description,chapelle à Rogliano (Haute-Corse)
http://www.wikidata.org/entity/Q1712191,http://schema.org/description,"kapel in Rogliano, Frankrijk"
http://www.wikidata.org/entity/Q1712191,http://www.w3.org/2000/01/rdf-schema#label,Santa Maria della Chiappella
http://www.wikidata.org/entity/Q1712191,http://www.w3.org/2000/01/rdf-schema#label,Chapelle de confrérie Santa Croce de Rogliano
http://www.wikidata.org/entity/Q1712191,http://www.w3.org/2000/01/rdf-schema#label,chapelle de confrérie de Rogliano
http://www.wikidata.org/entity/Q1712191,http://wikiba.se/ontology#statements,11
http://www.wikidata.org/entity/Q1712191,http://wikiba.se/ontology#sitelinks,2
http://www.wikidata.org/entity/Q1712191,http://wikiba.se/ontology#identifiers,3
http://www.wikidata.org/entity/Q1712191,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q142
http://www.wikidata.org/entity/Q1712191,http://www.wikidata.org/prop/direct/P18,http://commons.wikimedia.org/wiki/Special:FilePath/Rogliano%20Confr%C3%A9rie%20Santa%20Croce.jpg
http://www.wikidata.org/entity/Q1712191,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q108325
http://www.wikidata.org/entity/Q1712191,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q842027
http://www.wikidata.org/entity/Q1712191,http://www.wikidata.org/prop/P17,http://www.wikidata.org/entity/statement/Q1712191-18095555-F5D7-4B9A-BB21-F6CC8180F5A0
http://www.wikidata.org/entity/Q1712191,http://www.wikidata.org/prop/P18,http://www.wikidata.org/entity/statement/Q1712191-A5D7F543-C531-45F6-8133-5AE207602C2E
http://www.wikidata.org/entity/Q1712191,http://www.wikidata.org/prop/P31,http://www.wikidata.org/entity/statement/Q1712191-620C5886-823A-4F69-95A1-41E17C8BF21C
http://www.wikidata.org/entity/Q1712191,http://www.wikidata.org/prop/P131,http://www.wikidata.org/entity/statement/Q1712191-368EFDF7-A074-4665-BCC6-67EDF34997DF
http://www.wikidata.org/entity/Q1712191,http://www.wikidata.org/prop/direct/P373,Chapelle de confrérie Santa Croce de Rogliano
http://www.wikidata.org/entity/Q1712191,http://www.wikidata.org/prop/direct/P380,PA00099239
http://www.wikidata.org/entity/Q1712191,http://www.wikidata.org/prop/direct/P625,Point(9.4194 42.9563)
http://www.wikidata.org/entity/Q1712191,http://www.wikidata.org/prop/direct/P1435,http://www.wikidata.org/entity/Q10387684
http://www.wikidata.org/entity/Q1712191,http://www.wikidata.org/prop/direct/P2671,/g/12290zf7
http://www.wikidata.org/entity/Q1712191,http://www.wikidata.org/prop/direct/P3963,2B/accueil_2B261a
http://www.wikidata.org/entity/Q1712191,http://www.wikidata.org/prop/direct/P6375,Bettolacce
http://www.wikidata.org/entity/Q1712191,http://www.wikidata.org/prop/direct-normalized/P2671,http://g.co/kg/g/12290zf7
http://www.wikidata.org/entity/Q1712191,http://www.wikidata.org/prop/P373,http://www.wikidata.org/entity/statement/Q1712191-29d53674-4798-2274-643f-9102cc62861f
http://www.wikidata.org/entity/Q1712191,http://www.wikidata.org/prop/P380,http://www.wikidata.org/entity/statement/Q1712191-3D251A81-7127-4BF0-8024-CC36C1057D7F
http://www.wikidata.org/entity/Q1712191,http://www.wikidata.org/prop/P625,http://www.wikidata.org/entity/statement/Q1712191-162DB0AC-943D-41E5-BAC4-1928B3E5D2A9
http://www.wikidata.org/entity/Q1712191,http://www.wikidata.org/prop/P1435,http://www.wikidata.org/entity/statement/Q1712191-03C3C523-3660-4E96-810A-4C31640FC13C
http://www.wikidata.org/entity/Q1712191,http://www.wikidata.org/prop/P2671,http://www.wikidata.org/entity/statement/Q1712191-40C5B6C0-C7D6-44FF-B510-F3D5C1664BDC
http://www.wikidata.org/entity/Q1712191,http://www.wikidata.org/prop/P3963,http://www.wikidata.org/entity/statement/Q1712191-72db7746-429e-d03d-a3c9-9dc4760269b2
http://www.wikidata.org/entity/Q1712191,http://www.wikidata.org/prop/P6375,http://www.wikidata.org/entity/statement/Q1712191-157b2826-3764-4d2e-b7ce-1c6c58af6cde
http://www.wikidata.org/entity/Q2219977,http://schema.org/version,1359446672
http://www.wikidata.org/entity/Q2219977,http://schema.org/dateModified,2021-02-12T01:42:18Z
http://www.wikidata.org/entity/Q2219977,http://schema.org/description,Kapelle in Frankreich
http://www.wikidata.org/entity/Q2219977,http://schema.org/description,"chapel located in Haute-Corse, in France"
http://www.wikidata.org/entity/Q2219977,http://schema.org/description,"capilla situada en Alta Córcega, en Francia"
http://www.wikidata.org/entity/Q2219977,http://schema.org/description,"chapelle située en Haute-Corse, en France"
http://www.wikidata.org/entity/Q2219977,http://schema.org/description,"kapel in Cambia, Frankrijk"
http://www.wikidata.org/entity/Q2219977,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.wikidata.org/prop/novalue/P3963
http://www.wikidata.org/entity/Q2219977,http://www.w3.org/2000/01/rdf-schema#label,San Quilico (Cambia)
http://www.wikidata.org/entity/Q2219977,http://www.w3.org/2000/01/rdf-schema#label,Chapelle San Quilico de Cambia
http://www.wikidata.org/entity/Q2219977,http://www.w3.org/2000/01/rdf-schema#label,chapelle San Quilico de Cambia
http://www.wikidata.org/entity/Q2219977,http://www.w3.org/2004/02/skos/core#altLabel,San Quilico de Cambia
http://www.wikidata.org/entity/Q2219977,http://www.w3.org/2004/02/skos/core#altLabel,San Quilico
http://www.wikidata.org/entity/Q2219977,http://wikiba.se/ontology#statements,11
http://www.wikidata.org/entity/Q2219977,http://wikiba.se/ontology#sitelinks,3
http://www.wikidata.org/entity/Q2219977,http://wikiba.se/ontology#identifiers,3
http://www.wikidata.org/entity/Q2219977,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q142
http://www.wikidata.org/entity/Q2219977,http://www.wikidata.org/prop/direct/P18,http://commons.wikimedia.org/wiki/Special:FilePath/Cambia-San%20Quilicu-4.jpg
http://www.wikidata.org/entity/Q2219977,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q108325
http://www.wikidata.org/entity/Q2219977,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q476362
http://www.wikidata.org/entity/Q2219977,http://www.wikidata.org/prop/direct/P149,http://www.wikidata.org/entity/Q46261
http://www.wikidata.org/entity/Q2219977,http://www.wikidata.org/prop/P17,http://www.wikidata.org/entity/statement/q2219977-D82B4BCB-A8CF-4F54-9471-1AECE35E2446
http://www.wikidata.org/entity/Q2219977,http://www.wikidata.org/prop/P18,http://www.wikidata.org/entity/statement/Q2219977-7AD3F063-699D-45D2-A8D1-7D3D8456E1E0
http://www.wikidata.org/entity/Q2219977,http://www.wikidata.org/prop/P31,http://www.wikidata.org/entity/statement/Q2219977-20C8A50E-8500-407C-B729-647BB17C2C3A
http://www.wikidata.org/entity/Q2219977,http://www.wikidata.org/prop/P131,http://www.wikidata.org/entity/statement/Q2219977-F016BE5F-BB6A-4ADE-BC3B-5754A0954181
http://www.wikidata.org/entity/Q2219977,http://www.wikidata.org/prop/P149,http://www.wikidata.org/entity/statement/Q2219977-44BA8605-5C95-4657-85CC-64860AEFF699
http://www.wikidata.org/entity/Q2219977,http://www.wikidata.org/prop/direct/P373,Chapelle San Quilico de Cambia
http://www.wikidata.org/entity/Q2219977,http://www.wikidata.org/prop/direct/P380,PA00099176
http://www.wikidata.org/entity/Q2219977,http://www.wikidata.org/prop/direct/P625,Point(9.293055555 42.378888888)
http://www.wikidata.org/entity/Q2219977,http://www.wikidata.org/prop/direct/P1435,http://www.wikidata.org/entity/Q10387684
http://www.wikidata.org/entity/Q2219977,http://www.wikidata.org/prop/direct/P2671,/g/1236shq0
http://www.wikidata.org/entity/Q2219977,http://www.wikidata.org/prop/direct-normalized/P2671,http://g.co/kg/g/1236shq0
http://www.wikidata.org/entity/Q2219977,http://www.wikidata.org/prop/P373,http://www.wikidata.org/entity/statement/Q2219977-7B737502-0C5A-4163-A1C3-D5F706468445
http://www.wikidata.org/entity/Q2219977,http://www.wikidata.org/prop/P380,http://www.wikidata.org/entity/statement/Q2219977-4D6D662D-2CF9-41AB-AEF5-BB75EE8BAE1C
http://www.wikidata.org/entity/Q2219977,http://www.wikidata.org/prop/P625,http://www.wikidata.org/entity/statement/q2219977-5BF6E300-1A92-4ECC-A04D-7D7778F8CD41
http://www.wikidata.org/entity/Q2219977,http://www.wikidata.org/prop/P1435,http://www.wikidata.org/entity/statement/Q2219977-4741C819-CB51-4FF9-8F4F-DBE6BBE1B4C7
http://www.wikidata.org/entity/Q2219977,http://www.wikidata.org/prop/P2671,http://www.wikidata.org/entity/statement/Q2219977-8E443644-07EF-4323-95DA-D4D2F2DA3F41
http://www.wikidata.org/entity/Q2219977,http://www.wikidata.org/prop/P3963,http://www.wikidata.org/entity/statement/Q2219977-2d4ed96c-4f4b-916d-e25e-cedaa9335288
http://www.wikidata.org/entity/Q2343686,http://schema.org/version,1336290439
http://www.wikidata.org/entity/Q2343686,http://schema.org/dateModified,2021-01-07T00:28:31Z
http://www.wikidata.org/entity/Q2343686,http://schema.org/description,kathedraal in Frankrijk
http://www.wikidata.org/entity/Q2343686,http://schema.org/description,كاتدرائية في فرنسا
http://www.wikidata.org/entity/Q2343686,http://schema.org/description,"Kirchengebäude in Lucciana, Frankreich"
http://www.wikidata.org/entity/Q2343686,http://schema.org/description,"cathedral located in Haute-Corse, in France"
http://www.wikidata.org/entity/Q2343686,http://schema.org/description,"catedral situada en Alta Córcega, en Francia"
http://www.wikidata.org/entity/Q2343686,http://schema.org/description,"cathédrale située en Haute-Corse, en France"
http://www.wikidata.org/entity/Q2343686,http://schema.org/description,edificio religioso di Lucciana
http://www.wikidata.org/entity/Q2343686,http://www.w3.org/2000/01/rdf-schema#label,cattedrale di Santa Maria Assunta
http://www.wikidata.org/entity/Q2343686,http://www.w3.org/2000/01/rdf-schema#label,Cattedrala di Santa Maria Assunta
http://www.wikidata.org/entity/Q2343686,http://www.w3.org/2000/01/rdf-schema#label,Lucciana Cathedral
http://www.wikidata.org/entity/Q2343686,http://www.w3.org/2000/01/rdf-schema#label,Catedral de Santa María de la Asunción de Lucciana
http://www.wikidata.org/entity/Q2343686,http://www.w3.org/2000/01/rdf-schema#label,cathédrale Sainte-Marie-de-l'Assomption de Lucciana
http://www.wikidata.org/entity/Q2343686,http://www.w3.org/2000/01/rdf-schema#label,Kathedraal van Lucciana
http://www.wikidata.org/entity/Q2343686,http://www.w3.org/2004/02/skos/core#altLabel,Catedral de Santa Maria de la Asuncion de Lucciana
http://www.wikidata.org/entity/Q2343686,http://www.w3.org/2004/02/skos/core#altLabel,église de la Canonica
http://www.wikidata.org/entity/Q2343686,http://www.w3.org/2004/02/skos/core#altLabel,La Canonica
http://www.wikidata.org/entity/Q2343686,http://wikiba.se/ontology#statements,19
http://www.wikidata.org/entity/Q2343686,http://wikiba.se/ontology#sitelinks,7
http://www.wikidata.org/entity/Q2343686,http://wikiba.se/ontology#identifiers,4
http://www.wikidata.org/entity/Q2343686,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q142
http://www.wikidata.org/entity/Q2343686,http://www.wikidata.org/prop/direct/P18,http://commons.wikimedia.org/wiki/Special:FilePath/Cath%C3%A9drale%20Sainte-Marie-de-lAssomption%20de%20Mariana%20%285722186862%29.jpg
http://www.wikidata.org/entity/Q2343686,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q2977
http://www.wikidata.org/entity/Q2343686,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q677911
http://www.wikidata.org/entity/Q2343686,http://www.wikidata.org/prop/direct/P140,http://www.wikidata.org/entity/Q1841
http://www.wikidata.org/entity/Q2343686,http://www.wikidata.org/prop/direct/P149,http://www.wikidata.org/entity/Q46261
http://www.wikidata.org/entity/Q2343686,http://www.wikidata.org/prop/P17,http://www.wikidata.org/entity/statement/q2343686-A1366773-8720-41EC-B2B7-37034A393686
http://www.wikidata.org/entity/Q2343686,http://www.wikidata.org/prop/P18,http://www.wikidata.org/entity/statement/Q2343686-EFC39631-4E53-429C-8158-9D4ED9D65A41
http://www.wikidata.org/entity/Q2343686,http://www.wikidata.org/prop/P31,http://www.wikidata.org/entity/statement/Q2343686-F58136D6-91EE-4990-A1BD-A256F5945375
http://www.wikidata.org/entity/Q2343686,http://www.wikidata.org/prop/P131,http://www.wikidata.org/entity/statement/Q2343686-4EFFFA3E-B0F5-405F-90A7-0F6234E2DCF1
http://www.wikidata.org/entity/Q2343686,http://www.wikidata.org/prop/P140,http://www.wikidata.org/entity/statement/Q2343686-C01DF94B-EBDB-43BC-AEBA-2C3F7BC6C111
http://www.wikidata.org/entity/Q2343686,http://www.wikidata.org/prop/P149,http://www.wikidata.org/entity/statement/Q2343686-C527B0C3-9BA0-4F89-8C4A-69A757BE3BFB
http://www.wikidata.org/entity/Q2343686,http://www.wikidata.org/prop/direct/P373,Cathédrale Sainte Marie-de-l'Assomption de Lucciana
http://www.wikidata.org/entity/Q2343686,http://www.wikidata.org/prop/direct/P380,PA00099209
http://www.wikidata.org/entity/Q2343686,http://www.wikidata.org/prop/direct/P571,1119-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2343686,http://www.wikidata.org/prop/direct/P625,Point(9.49527778 42.53916667)
http://www.wikidata.org/entity/Q2343686,http://www.wikidata.org/prop/direct/P646,/m/0gght2
http://www.wikidata.org/entity/Q2343686,http://www.wikidata.org/prop/direct/P708,http://www.wikidata.org/entity/Q866778
http://www.wikidata.org/entity/Q2343686,http://www.wikidata.org/prop/direct/P825,http://www.wikidata.org/entity/Q345
http://www.wikidata.org/entity/Q2343686,http://www.wikidata.org/prop/direct/P1435,http://www.wikidata.org/entity/Q10387684
http://www.wikidata.org/entity/Q2343686,http://www.wikidata.org/prop/direct/P2971,1817
http://www.wikidata.org/entity/Q2343686,http://www.wikidata.org/prop/direct/P3501,http://www.wikidata.org/entity/Q730757
http://www.wikidata.org/entity/Q2343686,http://www.wikidata.org/prop/direct/P3963,2B/accueil_2B148_1
http://www.wikidata.org/entity/Q2343686,http://www.wikidata.org/prop/direct/P6375,RD 107
http://www.wikidata.org/entity/Q2343686,http://www.wikidata.org/prop/direct/P6375,route de la Canonica
http://www.wikidata.org/entity/Q2343686,http://www.wikidata.org/prop/direct-normalized/P646,http://g.co/kg/m/0gght2
http://www.wikidata.org/entity/Q2343686,http://www.wikidata.org/prop/P373,http://www.wikidata.org/entity/statement/Q2343686-38e41bf9-4616-ba83-c6b2-4458a9b206e3
http://www.wikidata.org/entity/Q2343686,http://www.wikidata.org/prop/P380,http://www.wikidata.org/entity/statement/Q2343686-8558C8DD-789C-4490-8BE8-417516BDAA4A
http://www.wikidata.org/entity/Q2343686,http://www.wikidata.org/prop/P571,http://www.wikidata.org/entity/statement/Q2343686-A4D63885-0997-4F05-925E-B79727E7CB83
http://www.wikidata.org/entity/Q2343686,http://www.wikidata.org/prop/P625,http://www.wikidata.org/entity/statement/Q2343686-EEBD0408-E255-474B-8C38-7F70BDD61977
http://www.wikidata.org/entity/Q2343686,http://www.wikidata.org/prop/P646,http://www.wikidata.org/entity/statement/Q2343686-90B9A66A-02B3-45BA-93A1-1903D397E61B
http://www.wikidata.org/entity/Q2343686,http://www.wikidata.org/prop/P708,http://www.wikidata.org/entity/statement/Q2343686-02BEFFA2-CC79-4F41-98E4-19E5DFCBD279
http://www.wikidata.org/entity/Q2343686,http://www.wikidata.org/prop/P825,http://www.wikidata.org/entity/statement/Q2343686-40A3FEEA-33D0-40C1-84FF-D591329FFBFB
http://www.wikidata.org/entity/Q2343686,http://www.wikidata.org/prop/P1435,http://www.wikidata.org/entity/statement/Q2343686-E7B9AA92-B1F0-495F-811E-38E63CEF4BB1
http://www.wikidata.org/entity/Q2343686,http://www.wikidata.org/prop/P2971,http://www.wikidata.org/entity/statement/Q2343686-dc94fed7-2c22-4e1c-9706-fd74d96e11d3
http://www.wikidata.org/entity/Q2343686,http://www.wikidata.org/prop/P3501,http://www.wikidata.org/entity/statement/Q2343686-94089BD8-728D-462D-B06C-387570EE30ED
http://www.wikidata.org/entity/Q2343686,http://www.wikidata.org/prop/P3963,http://www.wikidata.org/entity/statement/Q2343686-795054dc-419c-0c40-1441-6652dff5801f
http://www.wikidata.org/entity/Q2343686,http://www.wikidata.org/prop/P6375,http://www.wikidata.org/entity/statement/Q2343686-0deaa088-483c-004f-f14e-6b2eb3cfbb25
http://www.wikidata.org/entity/Q2343686,http://www.wikidata.org/prop/P6375,http://www.wikidata.org/entity/statement/Q2343686-2F8952D1-8BB8-45DF-8431-2504C662FF1E
http://www.wikidata.org/entity/Q3585162,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q142
http://www.wikidata.org/entity/Q3585162,http://www.wikidata.org/prop/direct/P18,http://commons.wikimedia.org/wiki/Special:FilePath/Bonifacio%2C%20santa%20maria%20maggiore%2C%20campanile%2002.jpg
http://www.wikidata.org/entity/Q3585162,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q16970
http://www.wikidata.org/entity/Q3585162,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q204051
http://www.wikidata.org/entity/Q3585162,http://www.wikidata.org/prop/direct/P138,http://www.wikidata.org/entity/Q345
http://www.wikidata.org/entity/Q3585162,http://www.wikidata.org/prop/direct/P140,http://www.wikidata.org/entity/Q1841
http://www.wikidata.org/entity/Q3585162,http://www.wikidata.org/prop/direct/P149,http://www.wikidata.org/entity/Q46261
http://www.wikidata.org/entity/Q3585162,http://www.wikidata.org/prop/P17,http://www.wikidata.org/entity/statement/q3585162-4BED528C-8AE6-4671-AA94-D5D0F494DADB
http://www.wikidata.org/entity/Q3585162,http://www.wikidata.org/prop/P18,http://www.wikidata.org/entity/statement/Q3585162-BFA50B21-34AB-479A-9042-361966480998
http://www.wikidata.org/entity/Q3585162,http://www.wikidata.org/prop/P31,http://www.wikidata.org/entity/statement/Q3585162-B77A35DC-430B-440C-B59F-3E58906FAF28
http://www.wikidata.org/entity/Q3585162,http://www.wikidata.org/prop/P131,http://www.wikidata.org/entity/statement/Q3585162-29AD68DD-B199-413C-B897-638B07CE777D
http://www.wikidata.org/entity/Q3585162,http://www.wikidata.org/prop/P138,http://www.wikidata.org/entity/statement/Q3585162-374cc043-dc87-4426-9b5a-2935e6d94245
http://www.wikidata.org/entity/Q3585162,http://www.wikidata.org/prop/P140,http://www.wikidata.org/entity/statement/Q3585162-204E089E-5FF4-4CF0-BD57-4F0BE33BB95C
http://www.wikidata.org/entity/Q3585162,http://www.wikidata.org/prop/P149,http://www.wikidata.org/entity/statement/Q3585162-E932387E-9D5F-46BD-9557-3E99376B56E9
http://www.wikidata.org/entity/Q3585162,http://www.wikidata.org/prop/direct/P373,Église Sainte-Marie-Majeure de Bonifacio
http://www.wikidata.org/entity/Q3585162,http://www.wikidata.org/prop/direct/P380,IA2A002000
http://www.wikidata.org/entity/Q3585162,http://www.wikidata.org/prop/direct/P380,PA00099082
http://www.wikidata.org/entity/Q3585162,http://www.wikidata.org/prop/direct/P625,Point(9.15902 41.3871)
http://www.wikidata.org/entity/Q3585162,http://www.wikidata.org/prop/direct/P646,/m/0hgprrb
http://www.wikidata.org/entity/Q3585162,http://www.wikidata.org/prop/direct/P708,http://www.wikidata.org/entity/Q866778
http://www.wikidata.org/entity/Q3585162,http://www.wikidata.org/prop/direct/P1435,http://www.wikidata.org/entity/Q10387684
http://www.wikidata.org/entity/Q3585162,http://www.wikidata.org/prop/direct/P1644,20/bonifacio/sainte-marie-majeure
http://www.wikidata.org/entity/Q3585162,http://www.wikidata.org/prop/direct/P3963,2A/accueil_2A041_1
http://www.wikidata.org/entity/Q3585162,http://www.wikidata.org/prop/direct/P5607,http://www.wikidata.org/entity/Q100787279
http://www.wikidata.org/entity/Q3585162,http://www.wikidata.org/prop/direct-normalized/P646,http://g.co/kg/m/0hgprrb
http://www.wikidata.org/entity/Q3585162,http://www.wikidata.org/prop/P373,http://www.wikidata.org/entity/statement/Q3585162-287300F6-FA2D-4503-B655-07B949A6D90A
http://www.wikidata.org/entity/Q3585162,http://www.wikidata.org/prop/P380,http://www.wikidata.org/entity/statement/Q3585162-B6959C7C-B7BE-403D-AC2D-51BB00165A01
http://www.wikidata.org/entity/Q3585162,http://www.wikidata.org/prop/P380,http://www.wikidata.org/entity/statement/Q3585162-FD1136E4-C8E1-4F27-A076-E695EB055990
http://www.wikidata.org/entity/Q3585162,http://www.wikidata.org/prop/P625,http://www.wikidata.org/entity/statement/Q3585162-0826def0-78a4-4721-bebd-44885b3cf3ae
http://www.wikidata.org/entity/Q3585162,http://www.wikidata.org/prop/P646,http://www.wikidata.org/entity/statement/Q3585162-26D12949-9ACB-4C6E-B25F-8C8B373E66B4
http://www.wikidata.org/entity/Q3585162,http://www.wikidata.org/prop/P708,http://www.wikidata.org/entity/statement/Q3585162-1E3C0F3D-814D-494D-BE0F-44DA37B74B3C
http://www.wikidata.org/entity/Q3585162,http://www.wikidata.org/prop/P1435,http://www.wikidata.org/entity/statement/Q3585162-B1F73EF6-573E-4F6A-BBAB-CB2B5DEC97C3
http://www.wikidata.org/entity/Q3585162,http://www.wikidata.org/prop/P1644,http://www.wikidata.org/entity/statement/Q3585162-1030416C-A03D-4CF7-BB52-5CFFB4EEDBE0
http://www.wikidata.org/entity/Q3585162,http://www.wikidata.org/prop/P3963,http://www.wikidata.org/entity/statement/Q3585162-40B3EDDE-2178-4506-A111-ACB1C12FFBAB
http://www.wikidata.org/entity/Q3585162,http://www.wikidata.org/prop/P5607,http://www.wikidata.org/entity/statement/Q3585162-52569711-526d-4f7a-98a7-4faab7306c7a
http://www.wikidata.org/entity/Q3581458,http://schema.org/version,1335170244
http://www.wikidata.org/entity/Q3581458,http://schema.org/dateModified,2021-01-05T07:56:08Z
http://www.wikidata.org/entity/Q3581458,http://schema.org/description,كنيسة في فرنسا
http://www.wikidata.org/entity/Q3581458,http://schema.org/description,եկեղեցի Ֆրանսիայում
http://www.wikidata.org/entity/Q3581458,http://schema.org/description,igreja em França
http://www.wikidata.org/entity/Q3581458,http://schema.org/description,Kirchengebäude in Frankreich
http://www.wikidata.org/entity/Q3581458,http://schema.org/description,"church located in Haute-Corse, in France"
http://www.wikidata.org/entity/Q3581458,http://schema.org/description,iglesia en Monticello (Francia)
http://www.wikidata.org/entity/Q3581458,http://schema.org/description,"église située en Haute-Corse, en France"
http://www.wikidata.org/entity/Q3581458,http://schema.org/description,"kerkgebouw in Monticello, Frankrijk"
http://www.wikidata.org/entity/Q3581458,http://www.w3.org/2000/01/rdf-schema#label,Église Saint-François-Xavier de Monticello
http://www.wikidata.org/entity/Q3581458,http://www.w3.org/2000/01/rdf-schema#label,Iglesia de San Francisco Javier
http://www.wikidata.org/entity/Q3581458,http://www.w3.org/2000/01/rdf-schema#label,église Saint-François-Xavier de Monticello
http://www.wikidata.org/entity/Q3581458,http://www.w3.org/2000/01/rdf-schema#label,Igreja de São Francisco Xavier de Monticello
http://www.wikidata.org/entity/Q3581458,http://wikiba.se/ontology#statements,11
http://www.wikidata.org/entity/Q3581458,http://wikiba.se/ontology#sitelinks,4
http://www.wikidata.org/entity/Q3581458,http://wikiba.se/ontology#identifiers,3
http://www.wikidata.org/entity/Q3581458,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q142
http://www.wikidata.org/entity/Q3581458,http://www.wikidata.org/prop/direct/P18,http://commons.wikimedia.org/wiki/Special:FilePath/Monticello-St-Francois.jpg
http://www.wikidata.org/entity/Q3581458,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q16970
http://www.wikidata.org/entity/Q3581458,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q654000
http://www.wikidata.org/entity/Q3581458,http://www.wikidata.org/prop/direct/P138,http://www.wikidata.org/entity/Q163900
http://www.wikidata.org/entity/Q3581458,http://www.wikidata.org/prop/P17,http://www.wikidata.org/entity/statement/q3581458-1FF23513-7E4F-4215-91CF-8245522E08F0
http://www.wikidata.org/entity/Q3581458,http://www.wikidata.org/prop/P18,http://www.wikidata.org/entity/statement/Q3581458-07315629-4831-4825-8501-536549EC2F86
http://www.wikidata.org/entity/Q3581458,http://www.wikidata.org/prop/P31,http://www.wikidata.org/entity/statement/Q3581458-A3EA28B7-B47F-4F31-8734-DC5DEED5BD05
http://www.wikidata.org/entity/Q3581458,http://www.wikidata.org/prop/P131,http://www.wikidata.org/entity/statement/Q3581458-54C945D2-0472-42F7-8E76-AF2EF376EAC8
http://www.wikidata.org/entity/Q3581458,http://www.wikidata.org/prop/P138,http://www.wikidata.org/entity/statement/Q3581458-25e4498f-43d3-40dd-a003-c8738c5e0377
http://www.wikidata.org/entity/Q3581458,http://www.wikidata.org/prop/direct/P373,Église Saint-François-Xavier de Monticello
http://www.wikidata.org/entity/Q3581458,http://www.wikidata.org/prop/direct/P380,PA00099214
http://www.wikidata.org/entity/Q3581458,http://www.wikidata.org/prop/direct/P625,Point(8.95503 42.617)
http://www.wikidata.org/entity/Q3581458,http://www.wikidata.org/prop/direct/P646,/m/0hgrtj7
http://www.wikidata.org/entity/Q3581458,http://www.wikidata.org/prop/direct/P1435,http://www.wikidata.org/entity/Q10387684
http://www.wikidata.org/entity/Q3581458,http://www.wikidata.org/prop/direct/P3963,2B/accueil_2B168_1
http://www.wikidata.org/entity/Q3581458,http://www.wikidata.org/prop/direct-normalized/P646,http://g.co/kg/m/0hgrtj7
http://www.wikidata.org/entity/Q3581458,http://www.wikidata.org/prop/P373,http://www.wikidata.org/entity/statement/Q3581458-43089E1B-E241-42D8-8149-63FDC2F2001B
http://www.wikidata.org/entity/Q3581458,http://www.wikidata.org/prop/P380,http://www.wikidata.org/entity/statement/Q3581458-574BB386-4667-4F81-87C8-81D7F92B34CF
http://www.wikidata.org/entity/Q3581458,http://www.wikidata.org/prop/P625,http://www.wikidata.org/entity/statement/Q3581458-234261dd-806b-439d-9e21-450bfcda6622
http://www.wikidata.org/entity/Q3581458,http://www.wikidata.org/prop/P646,http://www.wikidata.org/entity/statement/Q3581458-510016DD-72F4-43BA-9D75-B420058173A1
http://www.wikidata.org/entity/Q3581458,http://www.wikidata.org/prop/P1435,http://www.wikidata.org/entity/statement/Q3581458-8D00CF72-28DA-4953-8F73-9F24A67F6A85
http://www.wikidata.org/entity/Q3581458,http://www.wikidata.org/prop/P3963,http://www.wikidata.org/entity/statement/Q3581458-6af4ffca-4052-07ab-a1fb-ee9dc8e40079
http://www.wikidata.org/entity/Q3585133,http://schema.org/version,1335170240
http://www.wikidata.org/entity/Q3585133,http://schema.org/dateModified,2021-01-05T07:56:08Z
http://www.wikidata.org/entity/Q3585133,http://schema.org/description,كنيسة في فرنسا
http://www.wikidata.org/entity/Q3585133,http://schema.org/description,եկեղեցի Ֆրանսիայում
http://www.wikidata.org/entity/Q3585133,http://schema.org/description,Kirchengebäude in Frankreich
http://www.wikidata.org/entity/Q3585133,http://schema.org/description,"church located in Haute-Corse, in France"
http://www.wikidata.org/entity/Q3585133,http://schema.org/description,"iglesia situada en Alta Córcega, en Francia"
http://www.wikidata.org/entity/Q3585133,http://schema.org/description,"église située en Haute-Corse, en France"
