sub,p,o
http://www.wikidata.org/entity/Q22996391,http://www.wikidata.org/prop/P625,http://www.wikidata.org/entity/statement/Q22996391-8cd5ae35-ef53-487b-b603-8645f81b9e17
http://www.wikidata.org/entity/Q22996391,http://www.wikidata.org/prop/P1435,http://www.wikidata.org/entity/statement/Q22996391-3eef8575-1c80-47d5-8ddf-d427a718743b
http://www.wikidata.org/entity/Q22996391,http://www.wikidata.org/prop/P1435,http://www.wikidata.org/entity/statement/Q22996391-c6ce99f2-dc38-4e85-a8a9-78ee1cc7c611
http://www.wikidata.org/entity/Q22996367,http://schema.org/version,1360463644
http://www.wikidata.org/entity/Q22996367,http://schema.org/dateModified,2021-02-13T17:22:08Z
http://www.wikidata.org/entity/Q22996367,http://schema.org/description,"baptistery located in Corse-du-Sud, in France"
http://www.wikidata.org/entity/Q22996367,http://schema.org/description,"baptisterio situado en Corse-du-Sud, en Francia"
http://www.wikidata.org/entity/Q22996367,http://schema.org/description,baptistère à Ajaccio (Corse-du-Sud)
http://www.wikidata.org/entity/Q22996367,http://www.w3.org/2000/01/rdf-schema#label,baptistère Saint-Jean d'Ajaccio
http://www.wikidata.org/entity/Q22996367,http://www.w3.org/2000/01/rdf-schema#label,baptistère Saint-Jean d'Ajaccio
http://www.wikidata.org/entity/Q22996367,http://wikiba.se/ontology#statements,7
http://www.wikidata.org/entity/Q22996367,http://wikiba.se/ontology#sitelinks,0
http://www.wikidata.org/entity/Q22996367,http://wikiba.se/ontology#identifiers,1
http://www.wikidata.org/entity/Q22996367,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q142
http://www.wikidata.org/entity/Q22996367,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q210077
http://www.wikidata.org/entity/Q22996367,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q40104
http://www.wikidata.org/entity/Q22996367,http://www.wikidata.org/prop/P17,http://www.wikidata.org/entity/statement/Q22996367-4d27f0a7-9285-479d-8a1d-155139f1a99f
http://www.wikidata.org/entity/Q22996367,http://www.wikidata.org/prop/P31,http://www.wikidata.org/entity/statement/Q22996367-521d500d-5a58-4171-b7cf-b7bb6fc914e3
http://www.wikidata.org/entity/Q22996367,http://www.wikidata.org/prop/P131,http://www.wikidata.org/entity/statement/Q22996367-d90437fc-50e2-415c-b404-a763c3aace9b
http://www.wikidata.org/entity/Q22996367,http://www.wikidata.org/prop/direct/P380,PA2A000004
http://www.wikidata.org/entity/Q22996367,http://www.wikidata.org/prop/direct/P625,Point(8.738 41.929)
http://www.wikidata.org/entity/Q22996367,http://www.wikidata.org/prop/direct/P1435,http://www.wikidata.org/entity/Q10387684
http://www.wikidata.org/entity/Q22996367,http://www.wikidata.org/prop/direct/P6375,rue Alban
http://www.wikidata.org/entity/Q22996367,http://www.wikidata.org/prop/P380,http://www.wikidata.org/entity/statement/Q22996367-786a1529-dea1-473b-88b8-6ce44226b66c
http://www.wikidata.org/entity/Q22996367,http://www.wikidata.org/prop/P625,http://www.wikidata.org/entity/statement/Q22996367-dea53735-7db6-4cf0-957e-47723fd499cb
http://www.wikidata.org/entity/Q22996367,http://www.wikidata.org/prop/P1435,http://www.wikidata.org/entity/statement/Q22996367-36750b06-c41a-48ff-a3aa-889c5ee0756d
http://www.wikidata.org/entity/Q22996367,http://www.wikidata.org/prop/P6375,http://www.wikidata.org/entity/statement/Q22996367-5157A12C-2494-4793-89FD-9085D69BC5F9
http://www.wikidata.org/entity/Q22996374,http://schema.org/version,1117710645
http://www.wikidata.org/entity/Q22996374,http://schema.org/dateModified,2020-02-18T08:47:28Z
http://www.wikidata.org/entity/Q22996374,http://schema.org/description,Schloss in Frankreich
http://www.wikidata.org/entity/Q22996374,http://schema.org/description,château à Santa-Maria-Siché (Corse-du-Sud)
http://www.wikidata.org/entity/Q22996374,http://schema.org/description,"kasteel in Santa-Maria-Siché, Frankrijk"
http://www.wikidata.org/entity/Q22996374,http://www.w3.org/2000/01/rdf-schema#label,château de Vico d'Ornano
http://www.wikidata.org/entity/Q22996374,http://wikiba.se/ontology#statements,8
http://www.wikidata.org/entity/Q22996374,http://wikiba.se/ontology#sitelinks,0
http://www.wikidata.org/entity/Q22996374,http://wikiba.se/ontology#identifiers,1
http://www.wikidata.org/entity/Q22996374,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q142
http://www.wikidata.org/entity/Q22996374,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q751876
http://www.wikidata.org/entity/Q22996374,http://www.wikidata.org/prop/direct/P84,http://www.wikidata.org/entity/Q26990365
http://www.wikidata.org/entity/Q22996374,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q273473
http://www.wikidata.org/entity/Q22996374,http://www.wikidata.org/prop/P17,http://www.wikidata.org/entity/statement/Q22996374-8f638988-49f1-4b84-b5f6-b174d4b3b287
http://www.wikidata.org/entity/Q22996374,http://www.wikidata.org/prop/P31,http://www.wikidata.org/entity/statement/Q22996374-079bd225-72f6-428e-9a2e-0c1d30e58956
http://www.wikidata.org/entity/Q22996374,http://www.wikidata.org/prop/P84,http://www.wikidata.org/entity/statement/Q22996374-ff0a9849-4f1e-490e-cf4c-216b9a2f5105
http://www.wikidata.org/entity/Q22996374,http://www.wikidata.org/prop/P131,http://www.wikidata.org/entity/statement/Q22996374-ff268ff8-5d87-4622-b1ba-b2580b2f8997
http://www.wikidata.org/entity/Q22996374,http://www.wikidata.org/prop/direct/P380,PA2A000010
http://www.wikidata.org/entity/Q22996374,http://www.wikidata.org/prop/direct/P625,Point(8.9818 41.8729)
http://www.wikidata.org/entity/Q22996374,http://www.wikidata.org/prop/direct/P1435,http://www.wikidata.org/entity/Q10387575
http://www.wikidata.org/entity/Q22996374,http://www.wikidata.org/prop/direct/P6375,Vico
http://www.wikidata.org/entity/Q22996374,http://www.wikidata.org/prop/P380,http://www.wikidata.org/entity/statement/Q22996374-4400fef4-dac7-435d-a37a-9fc5b9da81a6
http://www.wikidata.org/entity/Q22996374,http://www.wikidata.org/prop/P625,http://www.wikidata.org/entity/statement/Q22996374-75911129-5a18-4231-8859-ec88f0c9fac6
http://www.wikidata.org/entity/Q22996374,http://www.wikidata.org/prop/P1435,http://www.wikidata.org/entity/statement/Q22996374-66ae5866-a004-4f7f-b443-d5f20e5aabc3
http://www.wikidata.org/entity/Q22996374,http://www.wikidata.org/prop/P6375,http://www.wikidata.org/entity/statement/Q22996374-201ede53-8771-46d3-b4eb-020509f0a8ba
http://www.wikidata.org/entity/Q22996377,http://schema.org/version,1360463632
http://www.wikidata.org/entity/Q22996377,http://schema.org/dateModified,2021-02-13T17:22:07Z
http://www.wikidata.org/entity/Q22996377,http://schema.org/description,كنيسة في فرنسا
http://www.wikidata.org/entity/Q22996377,http://schema.org/description,եկեղեցի Ֆրանսիայում
http://www.wikidata.org/entity/Q22996377,http://schema.org/description,igreja em França
http://www.wikidata.org/entity/Q22996377,http://schema.org/description,Kirchengebäude in Frankreich
http://www.wikidata.org/entity/Q22996377,http://schema.org/description,"church located in Corse-du-Sud, in France"
http://www.wikidata.org/entity/Q22996377,http://schema.org/description,"iglesia situada en Córcega del Sur, en Francia"
http://www.wikidata.org/entity/Q22996377,http://schema.org/description,kerkgebouw
http://www.wikidata.org/entity/Q22996377,http://schema.org/description,église à Sollacaro (Corse-du-Sud)
http://www.wikidata.org/entity/Q22996377,http://www.w3.org/2000/01/rdf-schema#label,église Saint-Albert de Calvese
http://www.wikidata.org/entity/Q22996377,http://www.w3.org/2000/01/rdf-schema#label,église Saint-Albert de Calvese
http://www.wikidata.org/entity/Q22996377,http://wikiba.se/ontology#statements,8
http://www.wikidata.org/entity/Q22996377,http://wikiba.se/ontology#sitelinks,0
http://www.wikidata.org/entity/Q22996377,http://wikiba.se/ontology#identifiers,3
http://www.wikidata.org/entity/Q22996377,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q142
http://www.wikidata.org/entity/Q22996377,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q16970
http://www.wikidata.org/entity/Q22996377,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q1109550
http://www.wikidata.org/entity/Q22996377,http://www.wikidata.org/prop/P17,http://www.wikidata.org/entity/statement/Q22996377-6dd704eb-413d-45cc-942c-84d7cdc4465e
http://www.wikidata.org/entity/Q22996377,http://www.wikidata.org/prop/P31,http://www.wikidata.org/entity/statement/Q22996377-fe64823c-b06b-4ae4-8054-915e396485da
http://www.wikidata.org/entity/Q22996377,http://www.wikidata.org/prop/P131,http://www.wikidata.org/entity/statement/Q22996377-fa89555c-02bd-4d25-afdc-2b26ec87240d
http://www.wikidata.org/entity/Q22996377,http://www.wikidata.org/prop/direct/P380,IA2A000676
http://www.wikidata.org/entity/Q22996377,http://www.wikidata.org/prop/direct/P380,PA2A000012
http://www.wikidata.org/entity/Q22996377,http://www.wikidata.org/prop/direct/P625,Point(8.9096 41.7467)
http://www.wikidata.org/entity/Q22996377,http://www.wikidata.org/prop/direct/P1435,http://www.wikidata.org/entity/Q10387575
http://www.wikidata.org/entity/Q22996377,http://www.wikidata.org/prop/direct/P3963,2A/accueil_2A284
http://www.wikidata.org/entity/Q22996377,http://www.wikidata.org/prop/P380,http://www.wikidata.org/entity/statement/Q22996377-25D3DB33-77A1-4DBB-A51E-230E68D4C7C3
http://www.wikidata.org/entity/Q22996377,http://www.wikidata.org/prop/P380,http://www.wikidata.org/entity/statement/Q22996377-ed7080d1-4f7c-420d-84b3-d7f755037069
http://www.wikidata.org/entity/Q22996377,http://www.wikidata.org/prop/P625,http://www.wikidata.org/entity/statement/Q22996377-57183e66-c405-4dcf-bc30-436c339e9ea2
http://www.wikidata.org/entity/Q22996377,http://www.wikidata.org/prop/P1435,http://www.wikidata.org/entity/statement/Q22996377-d2b25f28-520a-4fcd-a331-a6955d3b302b
http://www.wikidata.org/entity/Q22996377,http://www.wikidata.org/prop/P3963,http://www.wikidata.org/entity/statement/Q22996377-6680b52d-4b60-5fbc-6f3c-728a899918f1
http://www.wikidata.org/entity/Q22996382,http://schema.org/version,1219390002
http://www.wikidata.org/entity/Q22996382,http://schema.org/dateModified,2020-06-28T14:55:58Z
http://www.wikidata.org/entity/Q22996382,http://schema.org/description,thermes romains à Aléria (Haute-Corse)
http://www.wikidata.org/entity/Q22996382,http://www.w3.org/2000/01/rdf-schema#label,thermes romains de Santa Laurina
http://www.wikidata.org/entity/Q22996382,http://wikiba.se/ontology#statements,8
http://www.wikidata.org/entity/Q22996382,http://wikiba.se/ontology#sitelinks,0
http://www.wikidata.org/entity/Q22996382,http://wikiba.se/ontology#identifiers,1
http://www.wikidata.org/entity/Q22996382,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q142
http://www.wikidata.org/entity/Q22996382,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q6581615
http://www.wikidata.org/entity/Q22996382,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q14752696
http://www.wikidata.org/entity/Q22996382,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q212399
http://www.wikidata.org/entity/Q22996382,http://www.wikidata.org/prop/P17,http://www.wikidata.org/entity/statement/Q22996382-5e03058a-f4bd-4c12-abe3-80f479582311
http://www.wikidata.org/entity/Q22996382,http://www.wikidata.org/prop/P31,http://www.wikidata.org/entity/statement/Q22996382-1FC47E3C-51E9-4EF3-84D1-6BFCC751E344
http://www.wikidata.org/entity/Q22996382,http://www.wikidata.org/prop/P31,http://www.wikidata.org/entity/statement/Q22996382-e50a4932-8d04-4261-9ecd-b9ed0164494b
http://www.wikidata.org/entity/Q22996382,http://www.wikidata.org/prop/P131,http://www.wikidata.org/entity/statement/Q22996382-ce05c07d-fd1c-4d81-abe4-b04064d38ec9
http://www.wikidata.org/entity/Q22996382,http://www.wikidata.org/prop/direct/P380,PA2B000005
http://www.wikidata.org/entity/Q22996382,http://www.wikidata.org/prop/direct/P625,Point(9.5156 42.1052)
http://www.wikidata.org/entity/Q22996382,http://www.wikidata.org/prop/direct/P1435,http://www.wikidata.org/entity/Q10387575
http://www.wikidata.org/entity/Q22996382,http://www.wikidata.org/prop/P380,http://www.wikidata.org/entity/statement/Q22996382-6f4acd50-ded7-4790-98b7-b9aa4170d6be
http://www.wikidata.org/entity/Q22996382,http://www.wikidata.org/prop/P625,http://www.wikidata.org/entity/statement/Q22996382-d7a46217-e739-4621-ba62-0b282241ae61
http://www.wikidata.org/entity/Q56560958,http://schema.org/version,1363921510
http://www.wikidata.org/entity/Q56560958,http://schema.org/dateModified,2021-02-18T02:07:35Z
http://www.wikidata.org/entity/Q56560958,http://schema.org/description,patông
http://www.wikidata.org/entity/Q56560958,http://schema.org/description,تمثال في أجاكسيو، فرنسا
http://www.wikidata.org/entity/Q56560958,http://schema.org/description,"Statue in Ajaccio (Corse-du-Sud), Frankreich"
http://www.wikidata.org/entity/Q56560958,http://schema.org/description,monument à Ajaccio (Corse-du-Sud)
http://www.wikidata.org/entity/Q56560958,http://www.w3.org/2000/01/rdf-schema#label,Fesch-Denkmal
http://www.wikidata.org/entity/Q56560958,http://www.w3.org/2000/01/rdf-schema#label,Statue du cardinal Fesch
http://www.wikidata.org/entity/Q56560958,http://www.w3.org/2000/01/rdf-schema#label,statue du cardinal Fesch
http://www.wikidata.org/entity/Q56560958,http://wikiba.se/ontology#statements,12
http://www.wikidata.org/entity/Q56560958,http://wikiba.se/ontology#sitelinks,2
http://www.wikidata.org/entity/Q56560958,http://wikiba.se/ontology#identifiers,2
http://www.wikidata.org/entity/Q56560958,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q142
http://www.wikidata.org/entity/Q56560958,http://www.wikidata.org/prop/direct/P18,http://commons.wikimedia.org/wiki/Special:FilePath/Cardinal%20Joseph%20Fesch01.jpg
http://www.wikidata.org/entity/Q56560958,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q179700
http://www.wikidata.org/entity/Q56560958,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q40104
http://www.wikidata.org/entity/Q56560958,http://www.wikidata.org/prop/direct/P136,http://www.wikidata.org/entity/Q557141
http://www.wikidata.org/entity/Q56560958,http://www.wikidata.org/prop/direct/P170,http://www.wikidata.org/entity/Q3093569
http://www.wikidata.org/entity/Q56560958,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q450181
http://www.wikidata.org/entity/Q56560958,http://www.wikidata.org/prop/P17,http://www.wikidata.org/entity/statement/Q56560958-4b4b8030-436c-34ef-9b96-6b6cbd5c4cbd
http://www.wikidata.org/entity/Q56560958,http://www.wikidata.org/prop/P18,http://www.wikidata.org/entity/statement/Q56560958-689730f4-4b62-15bd-98c4-8c292e9acc16
http://www.wikidata.org/entity/Q56560958,http://www.wikidata.org/prop/P31,http://www.wikidata.org/entity/statement/Q56560958-E4CE2CEC-5D48-49DC-B396-090887F4E45A
http://www.wikidata.org/entity/Q56560958,http://www.wikidata.org/prop/P131,http://www.wikidata.org/entity/statement/Q56560958-cc079680-4e02-bc44-b33b-e9603633cb39
http://www.wikidata.org/entity/Q56560958,http://www.wikidata.org/prop/P136,http://www.wikidata.org/entity/statement/Q56560958-A438CFFB-D063-46A8-A47D-401B5710C253
http://www.wikidata.org/entity/Q56560958,http://www.wikidata.org/prop/P170,http://www.wikidata.org/entity/statement/Q56560958-6623e829-4ad4-dba6-5f94-17bfad3d79ef
http://www.wikidata.org/entity/Q56560958,http://www.wikidata.org/prop/P180,http://www.wikidata.org/entity/statement/Q56560958-c96c380f-4097-b38c-c00d-1f7b1a70fac9
http://www.wikidata.org/entity/Q56560958,http://www.wikidata.org/prop/direct/P373,Statue du cardinal Fesch
http://www.wikidata.org/entity/Q56560958,http://www.wikidata.org/prop/direct/P380,PA2A000018
http://www.wikidata.org/entity/Q56560958,http://www.wikidata.org/prop/direct/P625,Point(8.7386 41.9183)
http://www.wikidata.org/entity/Q56560958,http://www.wikidata.org/prop/direct/P1435,http://www.wikidata.org/entity/Q10387684
http://www.wikidata.org/entity/Q56560958,http://www.wikidata.org/prop/direct/P2671,/g/11fhvxc_8m
http://www.wikidata.org/entity/Q56560958,http://www.wikidata.org/prop/direct-normalized/P2671,http://g.co/kg/g/11fhvxc_8m
http://www.wikidata.org/entity/Q56560958,http://www.wikidata.org/prop/P373,http://www.wikidata.org/entity/statement/Q56560958-3D4A05D7-17F5-474F-91F4-A3118908D3A8
http://www.wikidata.org/entity/Q56560958,http://www.wikidata.org/prop/P380,http://www.wikidata.org/entity/statement/Q56560958-B2A9FFB9-28FE-4FD6-9CFC-FA7EA11DB359
http://www.wikidata.org/entity/Q56560958,http://www.wikidata.org/prop/P625,http://www.wikidata.org/entity/statement/Q56560958-91746436-4659-f601-4eaa-9a5d8d12b33c
http://www.wikidata.org/entity/Q56560958,http://www.wikidata.org/prop/P1435,http://www.wikidata.org/entity/statement/Q56560958-927c18fd-434e-2473-881a-f1004ef29972
http://www.wikidata.org/entity/Q56560958,http://www.wikidata.org/prop/P2671,http://www.wikidata.org/entity/statement/Q56560958-9C7B244F-740D-4F79-B52F-99E66980CFD3
http://www.wikidata.org/entity/Q56561269,http://schema.org/version,1259935421
http://www.wikidata.org/entity/Q56561269,http://schema.org/dateModified,2020-08-18T20:31:28Z
http://www.wikidata.org/entity/Q56561269,http://schema.org/description,patông
http://www.wikidata.org/entity/Q56561269,http://schema.org/description,Statue von Vital Gabriel Dubray
http://www.wikidata.org/entity/Q56561269,http://schema.org/description,تمثال في أجاكسيو، فرنسا
http://www.wikidata.org/entity/Q56561269,http://schema.org/description,statue by Vital Gabriel Dubray
http://www.wikidata.org/entity/Q56561269,http://schema.org/description,statue de Vital Gabriel Dubray à Ajaccio (Corse-du-Sud)
http://www.wikidata.org/entity/Q56561269,http://schema.org/description,statua di Vital Gabriel Dubray
http://www.wikidata.org/entity/Q56561269,http://schema.org/description,standbeeld van Gabriel Dubray
http://www.wikidata.org/entity/Q56561269,http://www.w3.org/2000/01/rdf-schema#label,Statue von General Abbatucci
http://www.wikidata.org/entity/Q56561269,http://www.w3.org/2000/01/rdf-schema#label,Statue of GeneralAbbatucci
http://www.wikidata.org/entity/Q56561269,http://www.w3.org/2000/01/rdf-schema#label,statue du général Abbatucci
http://www.wikidata.org/entity/Q56561269,http://www.w3.org/2000/01/rdf-schema#label,statua di general Abbatucci
http://www.wikidata.org/entity/Q56561269,http://www.w3.org/2000/01/rdf-schema#label,standbeeld van general Abbatucci
http://www.wikidata.org/entity/Q56561269,http://wikiba.se/ontology#statements,8
http://www.wikidata.org/entity/Q56561269,http://wikiba.se/ontology#sitelinks,0
http://www.wikidata.org/entity/Q56561269,http://wikiba.se/ontology#identifiers,1
http://www.wikidata.org/entity/Q56561269,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q142
http://www.wikidata.org/entity/Q56561269,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q179700
http://www.wikidata.org/entity/Q56561269,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q40104
http://www.wikidata.org/entity/Q56561269,http://www.wikidata.org/prop/direct/P170,http://www.wikidata.org/entity/Q3093569
http://www.wikidata.org/entity/Q56561269,http://www.wikidata.org/prop/direct/P180,http://www.wikidata.org/entity/Q727261
http://www.wikidata.org/entity/Q56561269,http://www.wikidata.org/prop/P17,http://www.wikidata.org/entity/statement/Q56561269-6b406ce0-49a2-968f-485f-30d808833635
http://www.wikidata.org/entity/Q56561269,http://www.wikidata.org/prop/P31,http://www.wikidata.org/entity/statement/Q56561269-FC6219F2-9BC1-465D-A404-724352865E7E
http://www.wikidata.org/entity/Q56561269,http://www.wikidata.org/prop/P131,http://www.wikidata.org/entity/statement/Q56561269-65bcee6f-46c0-5f03-fd93-1428a67c819f
http://www.wikidata.org/entity/Q56561269,http://www.wikidata.org/prop/P170,http://www.wikidata.org/entity/statement/Q56561269-e5bb39ba-49cd-0245-4d44-1dca9ab0d028
http://www.wikidata.org/entity/Q56561269,http://www.wikidata.org/prop/P180,http://www.wikidata.org/entity/statement/Q56561269-a3b6d37a-4172-3d7f-2cf0-dfeb9700738b
http://www.wikidata.org/entity/Q56561269,http://www.wikidata.org/prop/direct/P380,PA2A000019
http://www.wikidata.org/entity/Q56561269,http://www.wikidata.org/prop/direct/P625,Point(8.7384 41.9218)
http://www.wikidata.org/entity/Q56561269,http://www.wikidata.org/prop/direct/P1435,http://www.wikidata.org/entity/Q10387684
http://www.wikidata.org/entity/Q56561269,http://www.wikidata.org/prop/P380,http://www.wikidata.org/entity/statement/Q56561269-BFBFF71E-2219-4302-9C93-23855B9E6E66
http://www.wikidata.org/entity/Q56561269,http://www.wikidata.org/prop/P625,http://www.wikidata.org/entity/statement/Q56561269-e67592e6-4ddc-35a5-bd94-c39164c8affa
http://www.wikidata.org/entity/Q56561269,http://www.wikidata.org/prop/P1435,http://www.wikidata.org/entity/statement/Q56561269-24a57015-449b-2306-adb7-08f08612ade6
http://www.wikidata.org/entity/Q1062697,http://schema.org/version,1364035714
http://www.wikidata.org/entity/Q1062697,http://schema.org/dateModified,2021-02-18T05:55:06Z
http://www.wikidata.org/entity/Q1062697,http://schema.org/description,Kapelle in Frankreich
http://www.wikidata.org/entity/Q1062697,http://schema.org/description,مصلى كنسي في أجاكسيو، فرنسا
http://www.wikidata.org/entity/Q1062697,http://schema.org/description,"chapel located in Corse-du-Sud, in France"
http://www.wikidata.org/entity/Q1062697,http://schema.org/description,"capilla situada en Córcega del Sur, en Francia"
http://www.wikidata.org/entity/Q1062697,http://schema.org/description,"chapelle située à Ajaccio en Corse-du-Sud, en France, jouxtant le palais Fesch"
http://www.wikidata.org/entity/Q1062697,http://schema.org/description,"kapel in Ajaccio, Frankrijk"
http://www.wikidata.org/entity/Q1062697,http://www.w3.org/2000/01/rdf-schema#label,Chapelle Impériale (Ajaccio)
http://www.wikidata.org/entity/Q1062697,http://www.w3.org/2000/01/rdf-schema#label,Chapelle Impériale
http://www.wikidata.org/entity/Q1062697,http://www.w3.org/2000/01/rdf-schema#label,chapelle Impériale d'Ajaccio
http://www.wikidata.org/entity/Q1062697,http://www.w3.org/2000/01/rdf-schema#label,Keizerlijke kapel van Ajaccio
http://www.wikidata.org/entity/Q1062697,http://www.w3.org/2004/02/skos/core#altLabel,chapelle palatine
http://www.wikidata.org/entity/Q1062697,http://wikiba.se/ontology#statements,11
http://www.wikidata.org/entity/Q1062697,http://wikiba.se/ontology#sitelinks,4
http://www.wikidata.org/entity/Q1062697,http://wikiba.se/ontology#identifiers,3
http://www.wikidata.org/entity/Q1062697,http://www.wikidata.org/prop/direct/P17,http://www.wikidata.org/entity/Q142
http://www.wikidata.org/entity/Q1062697,http://www.wikidata.org/prop/direct/P18,http://commons.wikimedia.org/wiki/Special:FilePath/Chapelle%20imp%C3%A9riale%20%282%29.JPG
http://www.wikidata.org/entity/Q1062697,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q108325
http://www.wikidata.org/entity/Q1062697,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q40104
http://www.wikidata.org/entity/Q1062697,http://www.wikidata.org/prop/P17,http://www.wikidata.org/entity/statement/Q1062697-62312CBA-D151-49E1-B6FA-59B48F9B4308
http://www.wikidata.org/entity/Q1062697,http://www.wikidata.org/prop/P18,http://www.wikidata.org/entity/statement/Q1062697-B7E10CA1-3A4A-47DE-A1B5-B17E3F44A26B
http://www.wikidata.org/entity/Q1062697,http://www.wikidata.org/prop/P31,http://www.wikidata.org/entity/statement/Q1062697-4f30b618-4acc-0348-79ab-3f4a3a0ee45e
http://www.wikidata.org/entity/Q1062697,http://www.wikidata.org/prop/P131,http://www.wikidata.org/entity/statement/Q1062697-3a05a336-4285-9e22-16d3-d98d8c21821b
http://www.wikidata.org/entity/Q1062697,http://www.wikidata.org/prop/direct/P373,Chapelle Impériale (Ajaccio)
http://www.wikidata.org/entity/Q1062697,http://www.wikidata.org/prop/direct/P380,PA00099060
http://www.wikidata.org/entity/Q1062697,http://www.wikidata.org/prop/direct/P625,Point(8.738315 41.921734)
http://www.wikidata.org/entity/Q1062697,http://www.wikidata.org/prop/direct/P1435,http://www.wikidata.org/entity/Q10387684
http://www.wikidata.org/entity/Q1062697,http://www.wikidata.org/prop/direct/P2671,/g/122vl4wz
http://www.wikidata.org/entity/Q1062697,http://www.wikidata.org/prop/direct/P3963,2A/accueil_2A004g
http://www.wikidata.org/entity/Q1062697,http://www.wikidata.org/prop/direct/P6375,rue Fesch
http://www.wikidata.org/entity/Q1062697,http://www.wikidata.org/prop/direct-normalized/P2671,http://g.co/kg/g/122vl4wz
http://www.wikidata.org/entity/Q1062697,http://www.wikidata.org/prop/P373,http://www.wikidata.org/entity/statement/Q1062697-C4C83BAF-E51F-4F41-ADE4-F9FA40766681
http://www.wikidata.org/entity/Q1062697,http://www.wikidata.org/prop/P380,http://www.wikidata.org/entity/statement/Q1062697-BD47D55F-CF3F-49A7-B3DF-31B63A04373A
http://www.wikidata.org/entity/Q1062697,http://www.wikidata.org/prop/P625,http://www.wikidata.org/entity/statement/Q1062697-77B2DD8A-89F1-425F-99EC-F3310FA10F51
http://www.wikidata.org/entity/Q1062697,http://www.wikidata.org/prop/P1435,http://www.wikidata.org/entity/statement/Q1062697-FF5541AB-94EA-47A7-BC4B-0018F670D543
http://www.wikidata.org/entity/Q1062697,http://www.wikidata.org/prop/P2671,http://www.wikidata.org/entity/statement/Q1062697-054D1ACA-B2B3-43C1-8394-BC6958A5DC3C
http://www.wikidata.org/entity/Q1062697,http://www.wikidata.org/prop/P3963,http://www.wikidata.org/entity/statement/Q1062697-642C8E7B-46B0-4817-AC49-4651DB5F0201
http://www.wikidata.org/entity/Q1062697,http://www.wikidata.org/prop/P6375,http://www.wikidata.org/entity/statement/Q1062697-B63225F4-3D2B-4A57-8D22-B1683B110B78
http://www.wikidata.org/entity/Q3581967,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q16970
http://www.wikidata.org/entity/Q3581967,http://www.wikidata.org/prop/direct/P131,http://www.wikidata.org/entity/Q667520
http://www.wikidata.org/entity/Q3581967,http://www.wikidata.org/prop/direct/P138,http://www.wikidata.org/entity/Q40662
http://www.wikidata.org/entity/Q3581967,http://www.wikidata.org/prop/direct/P149,http://www.wikidata.org/entity/Q840829
http://www.wikidata.org/entity/Q3581967,http://www.wikidata.org/prop/P17,http://www.wikidata.org/entity/statement/q3581967-7C28A680-E14A-4FC9-BA6C-67237B80EBA4
http://www.wikidata.org/entity/Q3581967,http://www.wikidata.org/prop/P18,http://www.wikidata.org/entity/statement/Q3581967-A5AEDABF-5C64-4F01-9022-477C2AC432D2
http://www.wikidata.org/entity/Q3581967,http://www.wikidata.org/prop/P31,http://www.wikidata.org/entity/statement/Q3581967-6A008E4E-5FB1-4B4D-999B-8DFCB7E1AB0B
http://www.wikidata.org/entity/Q3581967,http://www.wikidata.org/prop/P131,http://www.wikidata.org/entity/statement/Q3581967-E78D602D-8106-466F-BF1D-F0289FE31B97
http://www.wikidata.org/entity/Q3581967,http://www.wikidata.org/prop/P138,http://www.wikidata.org/entity/statement/Q3581967-b58df437-d97c-4217-b4f1-19c24fa12f1d
http://www.wikidata.org/entity/Q3581967,http://www.wikidata.org/prop/P149,http://www.wikidata.org/entity/statement/Q3581967-155389BE-C0CA-4471-85FC-7D5DA66A7FB0
http://www.wikidata.org/entity/Q3581967,http://www.wikidata.org/prop/direct/P373,Église Saint-Jean-Baptiste de La Porta
http://www.wikidata.org/entity/Q3581967,http://www.wikidata.org/prop/direct/P380,IA2B000851
